Código,Título,Publicação,Caderno,Página,Tamanho,Assunto,Resumo,Tipologia,Tipologia_Editorial,Política_Externa,G_x_N,Norte__Sul,Sul__Sul,Negociações,Atitude,Univers_x_Reg,Estados_Unidos,China,Argentina,Venezuela,Bolivia,Cuba,União_Européia,Índia,Irã,Palestina,Rússia,África_do_Sul,África,Ásia,Oriente_Médio,África_Portuguesa,Protagonismo,OMC,ONU,G20,FMI,Banco_Mundial,OEA,IBAS,BRICS,BASIC,Mercosul,Unasul,CELAC,Reformas,Controle_do_Comércio_de_Armas,Natureza_da_Negociação,Regime_de_Mudança_Climática,Desenvolvimento_Sustentável,TNP,Negociações_com_o_Irã,Ministério,Ministro,Presidencial
FSP 15.12.17 (1),Diplomacia da crise,Opinião,Primeiro Caderno,2,2597,Política Externa Geral,Fim do ciclo de redução da pobreza: demanda profunda reorganização do gasto público. Diplomacia tem efeito redistributivo. Hora de conceber a PE como instrumento para reduzir a desigualdade. Bastam 3 ou 4 áreas da agenda externa para proteger a,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2
OG 15.01.26 (1),"A democracia, o Brasil e o mundo",Opinião,Primeiro,14,5927,Política Externa Geral,"Diz que há alto grau de parentesco entre nazistas e socialistas, o de supressão legal das liberdades. BR guarda relações privilegiadas com esses países anti-democráticos, unidos no MERCOSUL. É necessário rever a PEB que atrela o país às más com",1,2,2,1,0,2,2,9,1,9,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,2,9,9,9,1,9,9,9,9,9,9,2
OG 15.02.20 (1),Para além de Nilópolis,País,Primeiro,10,836,Política Externa Geral,Sobre o financiamento da escola de samba Beija-flor feita por uma ditadura africana. A diplomacia lulopetista teria auxiliado na relação das ditaduras com as empreiteiras brasileiras.,1,1,2,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.02.24 (3),O interesse nacional,Opinião,Primeiro,15,2971,Política Externa Geral,"A paralisia diplomática afetou o interesse nacional em vários pontos. A crescente cooperação entre ARG e China impacta fortemente na economia e na defesa, com a base espacial chinesa em solo argentino.",1,2,2,1,1,2,2,1,1,9,0,2,9,9,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,2,9,9,1,9,1,9,9,9,9,0,9,9
OG 15.03.11 (2),Mal na foto,Mundo,Primeiro,24,4939,Política Externa Geral,"As dívidas com a ONU abalam a credibilidade do BR, que fica impossibilitado de votar ou pleitear uma candidatura ao posto de secretário-geral. As relações com os EUA não estão boas, fez sanção à VEM sem avisar o BR.",1,2,2,1,1,2,3,1,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,0,1,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,2,0,9
OG 15.03.26 (1),Santa Aliança,Opinião,Primeiro,19,5809,Política Externa Geral,Crítica à diplomacia lulopetista e ao perene silêncio à agressão à Ucrânia.,1,2,2,9,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.03.28 (1),Erros na diplomacia,Opinião,Primeiro,15,2866,Política Externa Geral,Os tropeços na PE tiveram início desde a era Lula. Dilma e Vieira seguem com menor ativismo internacional. Erros como o exagero no caso indonésio ao quase romper relações e não fazer nada com a VEM. Agenda internac mais favorável seria reaprox,1,2,2,1,1,2,9,9,1,1,1,0,2,9,9,9,9,0,9,9,9,2,1,0,9,1,9,0,9,9,9,9,9,2,9,0,9,9,9,9,9,9,9,9,2,9,2,2
OG 15.03.29 (1),Momento de se reaproximar dos Estados Unidos,Opinião,Primeiro,14,2812,Política Externa Geral,"Devido à ingerência petista na diplomacia, o Itamaraty perdeu espaço, a PE é monotônica e o BR perdeu peso na diplomacia multilateral. Com Mercosul em crise e China desacelerando, é preciso reaprox dos EUA.",1,1,2,1,1,2,1,1,1,1,0,2,9,9,9,1,9,2,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,0,9,2,9,9,9,9,1,9,9,9,2,1,9,2
OG 15.04.14 (2),Defesa nacional,Opinião,Primeiro,15,3059,Política Externa Geral,"A defesa nacional e as relações exteriores são de crucial importância para resguardar os interesses do Estado. Porém, a decisão de reduzir a participação do Minist de Defesa e do MRE no Orç Geral da União traz problemas à segurança nacional e p",1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,1,9,9
OG 15.11.08 (1),O Brasil e os7x1,Opinião,Primeiro,15,2817,Política Externa Geral,A PEB foi prejudicada pelo envolvimento com governos ditatoriais e se acovardou frente às questões de DHs. O BR isolou-se das principais negociações comerciais e hoje paga alto preçona sua reputação e posição comercial.,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.11.12 (1),Manobras de continuísmo ameaçam a democracia,Opinião,Primeiro,22,2890,Política Externa Geral,Governo brasileiro assiste passivo à manipulação das regras constitucionais na Bolívia para reeleição de Morales abstendo-se de seu papel como líder regional.,1,1,2,9,9,2,9,2,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VLR 15-04-10 (1),A nova agenda,VLR,A,8,5011,Política Externa Geral,"",3,2,2,1,1,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
FSP 15.09.25 (1),Mais médicos: resultados concretos,Tendências e Debates,Primeiro Caderno,3,3199,Programa Mais Médicos,"Houve melhorias permanentes na saúde e formação de médicos no Brasil. Início: estrangeiros ocuparam 85% das vagas, 2015 100% foi para brasileiros. Acordo com Opas para participação de cubanos: levou médicos a cidades sem interesse de brasileiro",4,2,0,9,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-04-07 (1),O Brasil visto de fora,ESP,A,2,5958,Protagonismo Internacional do Brasil,"",2,2,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
ESP 15-04-10 (1),A economia sem folego,ESP,A,3,3973,Protagonismo Internacional do Brasil,"",2,1,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
ESP 15-05-13 (1),Dilma e os 70 anos da vitória,ESP,B,2,3976,Protagonismo Internacional do Brasil,Ausencia brasileira da comemoração dos 70 anos da derrota nazista na 2ª guerra mundial em Moscou,2,2,2,1,1,9,9,1,1,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.01.07 (1),Diplomacia da superexposição,Mundo,Primeiro Caderno,9,2851,Protagonismo Internacional do Brasil,"Spektor diz que olimpíada do Rio é o maior ativo diplomático do governo no segundo mandato de Dilma. Afirma que durante a Copa o Itamaraty não montou um plano de ação, nem instruiu embaixadores a vender a marca Brasil, mas que isso pode ser fei",4,2,0,1,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
FSP 15.02.22 (1),Fechar embaixadas seria um retorcesso impraticável,Mundo,Primeiro Caderno,14,4765,Protagonismo Internacional do Brasil,"Em entrevista, Amorim diz que a abertura de embaixadas melhorou a relação do Brasil com África e Oriente Médio e que elas não devem ser fechadas, mesmo com a falta de recursos. Afirma também estranhar o não envio do chanceler para reunião sobre",4,2,0,1,9,9,1,1,1,9,9,9,9,9,9,9,9,1,9,9,9,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,0
FSP 15.04.02 (1),Meganegócios e megaproblemas,Opinião,Primeiro Caderno,2,2804,Protagonismo Internacional do Brasil,Maxwell diz que Brasil tem alta relevância internacional e que não pode fechar-se em si para lidar com problemas. Prevê choque nas economias emergentes e questiona posicionamento brasileiro diante da situação: isolacionismo ou participação,4,2,2,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.11.06 (1),Brasil precisa decidir se quer ser potência ou nação 'café com leite',Mundo,Primeiro Caderno,13,2626,Protagonismo Internacional do Brasil,Se o Brasil quer mais poder vai precisar ter responsabilidade e fazer melhores contribuições. O Brasil quer ser potência global quando interessa e nação “café com leite” quando convém. Não é possível ter o melhor dos dois mundos.,4,2,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0
FSP 15.11.16 (1),O mundo em rede na Paraíba,Folha Tec.,Primeiro Caderno,25,3050,Protagonismo Internacional do Brasil,"Fórum de Governança da Internet na Paraíba, Brasil ainda detém boa parte do seu prestígio com relação à política global da internet, três razões: existência do CGI.br , a influência brasileira e a aprovação do Marco Civil da Internet e NetMundi",4,2,1,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9
OG 15.02.10 (1),O Brasil e a OCDE,Opinião,Primeiro,15,2961,Protagonismo Internacional do Brasil,O BR adquiriria amplas vantagens em uma adesão formal à OCDE. Sua presença é discreta e sua influência não corresponde ao seu peso internacional dentro da OCDE.,1,2,0,1,1,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
OG 15.02.25 (1),Quem cala consente,Mundo,Primeiro,30,5106,Protagonismo Internacional do Brasil,A extrema cautela e hesitação de Dilma sobre o desrespeito à democracia na VEN não combina com as pretensões em liderar o continente ao prestígio na cena internacional.,1,2,2,9,9,2,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,2,0,2
OG 15.03.11 (1),Ação de paz no Oriente Médio,Opinião,Primeiro,15,3142,Protagonismo Internacional do Brasil,"Agradecimento ao apoio do BR à agência humanitária da ONU, a UNRWA. O BR participa da tomada de decisões e contribuiu para a estabilidade da região da Palestina no conflito em Gaza.",1,2,1,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,1,9,1,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.04.16 (1),‘A voz do Brasil é bastante fraca no debate mundial sobre as drogas’,Mundo,Primeiro,28,4444,Protagonismo Internacional do Brasil,A voz do BR nas negociações internacionais sobre drogas é bastante fraca devido à polarização no debate interno. O STF poderia descriminalizar o consumo de drogas para o BR adquirir posição mais à vontade nos debates internacionais.,1,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.08.11 (1),Conferência de Londres,Opinião,Primeiro,13,3057,Protagonismo Internacional do Brasil,"Na segunda London Conference, discutiu-se as incertezas e as perplexidades do cenário internacional num momento de instabilidades política e economica. O BR não é exceção, adicionam-se as complexidades sul-americanas. Precisa-se resgatar a voz",1,2,0,1,9,0,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9
OG 15.08.16 (1),Duas visões externas sobre a crise brasileira - Kenneth Maxwell,País,Primeiro,8,3705,Protagonismo Internacional do Brasil,a falta de interesse do governo Dilma na política externa fez o Brasil perder a importância internacional. Os EUA tomaram a inicativa em temas que o BR liderava como as negociações com o Irã e Cuba.,1,2,2,9,0,1,9,9,1,0,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
OG 15.08.16 (2),Duas visões externas sobre a crise brasileira - Peter Hakin,País,Primeiro,8,3748,Protagonismo Internacional do Brasil,"A imagem do BR como líder dos países em desenvolvimento está ruindo. Para que o BR seja uma influência regional e global, depende menos de diplomacia e mais da qualidade do gov e das instituições.",1,2,0,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VLR 15-04-28 (1),O banco da Ásia e o Brasil,VLR,A,8,5187,Protagonismo Internacional do Brasil,"",3,2,2,1,1,9,3,1,1,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-07-03 (2),Energia nuclear – quem ouve as advertências?,ESP,A,3,6277,Questões Tecnologicas,Energia nuclear no Brasil,2,2,0,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9
ESP 15-07-20 (1),As universidades e a cooperação internacional,ESP,A,2,5977,Questões Tecnologicas,Cooperação internacional em pesquisa e ciencia,2,2,0,1,1,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VLR 15-07-24 (2),O ITA e o futuro das negociações na OMC,VLR,A,4,5165,Questões Tecnologicas,Impacto para o Brasil do Acordos de Tecnologia de Informação,3,2,1,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.03.20 (1),Plano B para o FMI,Opinião,Primeiro,15,3225,Reformas nas OIs,"Com as reformas do FMI congeladas, as quotas do FMI não aumentam e não ocorre realinhamento do poder de voto em favor do países em desenvolvimento. O Br é beneficiário disso e faz pressão para destravar as reformas sem aprovação do Congresso do",1,2,1,1,9,9,3,9,1,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9
FSP 15.01.28 (2),"Para exportar mais, mais política externa",Tendências e Debates,Primeiro Caderno,3,3788,Reinserção Global do Brasil,"Abdenur critica o excessivo envolvimento do Brasil com nações em desenvolvimento e do Sul e sugere a necessidade de uma reinserção do país nas cadeias globais, sobretudo através do relacionamento com os EUA e a Europa.",4,2,2,1,1,2,1,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,1,9
FSP 15.01.30 (1),Um drible no Mercosul,Mercado,Mercado,8,4348,Reinserção Global do Brasil,"Passos critica a falta de inserção global do Brasil à luz da parceria comercial estabelecida entre China e Argentina. Para ele, o Brasil deve abandonar vícios ideológicos (relação com Mercosul) e adotar uma política comercial mais desinibida.",4,2,2,1,9,2,3,2,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.02.05 (2),Brasil e China se descolam,Tendências e Debates,Primeiro Caderno,5,4371,Reinserção Global do Brasil,Garnero traça um paralelo entre China e Brasil e revela algumas razões pelas quais ambos os países apresentam situações tão díspares e afirma que o Brasil deve se reinserir à cadeia mundial aumentando sua abertura econômica e criando infra-estr,4,2,0,1,1,0,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9
FSP 15.02.06 (1),Brasil e os iOS da ordem global,Mundo,Primeiro Caderno,16,3061,Reinserção Global do Brasil,Troyjo faz uma metáfora entre nações e a tecnologia de Internet para mostrar que o Brasil utiliza aplicativos obsoletos e necessita aumentar sua interdependência com o global.,4,2,2,1,1,0,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.02.17 (1),Frágil Mercosul,Opinião,Primeiro Caderno,2,2695,Reinserção Global do Brasil,Editorial afirma que acordo da Argentina mostra a estagnação política e econômica do Mercosul. Aponta que o Brasil deve buscar seus interesses aumentando sua projeção global e suas relações com outros países e não manter-se preso a um esquema r,4,1,2,1,1,1,2,2,1,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.03.11 (1),Novo ritmo chinês,Opinião,Primeiro Caderno,2,2462,Reinserção Global do Brasil,"Editorial afirma que a China desacelera seu crescimento e o novo foco é a produção para a classe média. Para o Brasil, fornecedor de matéria-prima, isso é uma ameaça. Necessita-se de diversificação e competição em produtos industrializados",4,1,0,1,9,9,1,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.03.13 (1),Consenso de Washington se vinga,Mundo,Primeiro Caderno,16,3077,Reinserção Global do Brasil,"Troyjo afirma que Brasil declina. As medidas fiscais e de comércio exterior (política externa) definidas por Levy atualmente, reconduzem aos princípios do Consenso de Washington. Não há como orientar a Fazenda para a direita e o Itamaraty para",4,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.03.27 (1),Levyatã,Mundo,Primeiro Caderno,14,3073,Reinserção Global do Brasil,"Troyjo diz que a economia e a política externa brasileiras estão desorientadas. Critica a dependência do país para com as decisões do ministério da Fazenda, que estão extrapolando suas obrigações. Defende a reorientação da política externa",4,2,2,1,1,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
VLR 15-06-08 (1),Uma aliança verde com a Europa,VLR,A,6,6816,Relação Celac - União Européia,Atuação da União Europeia e do Celac nas discussões sobre questões climáticas,3,2,1,1,1,9,3,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,3,1,1,9,9,9,9,9
ESP 15-08-22 (1),A visita de Merkel,ESP,A,3,4177,Relações Brasil - Alemanha,Resultados da visita de Angela Merkel ao Brasil,2,1,0,1,1,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.02.12 (1),"Dar armas não é a solução para a Ucrânia, diz ministro alemão",Mundo,Primeiro Caderno,12,5800,Relações Brasil - Alemanha,"Chefe da diplomacia alemã vem ao Brasil discutir maneiras de cooperação em assuntos globais de alta importância como a crise na Ucrânia, a situação na Venezuela e as ações terroristas na África (Boko Haram)",4,2,1,1,1,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9
FSP 15.02.20 (1),A dança Berlim-Brasília,Mundo,Primeiro Caderno,12,3104,Relações Brasil - Alemanha,Troyjo vê com bons olhos a vinda de Merkel ao Brasil mas afirma que os dois países só conseguiriam acordos econômicos bilaterais através do Mercosul e da União Europeia e ressalta o quão bom seria para ambos os lados a conclusão deste acordo en,4,2,0,1,1,9,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,2
FSP 15.08.19 (1),"Para ministro alemão, Brasil tem de assumir responsabilidades globais",Mundo,Primeiro Caderno,10,8405,Relações Brasil - Alemanha,"Em entrevista ministro da relações exteriores alemão. Política climáticas assunto prioritário para Alemanha, Brasil precisa desenvolver a mesma ambição. BR parceiro histórico, discussão sobre formas de progresso possíveis, confiança num acordo",4,2,1,1,1,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,2,1,1,9,9,0,9,9
FSP 15.08.19 (2),É preciso enxergar além da próxima crise,Mundo,Primeiro Caderno,11,4574,Relações Brasil - Alemanha,"BR e Alemanha ainda entre os mais poluidores do mundo, encontro Dilma-Merkel é oportunidade para colocar mais medidas climáticas em prática antes da COP 21. Preciso fortalecer e expandir uso de tecnologias sustentáveis. Mitigar mudanças é preve",4,2,1,1,1,9,1,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,0,9,0
FSP 15.08.20 (1),Muito além do clima,Opinião,Primeiro Caderno,2,2629,Relações Brasil - Alemanha,"Insistência alemã  em obter do BR posição mais avançada para a COP, porém encontro vai além da esfera climática. Função de oficializar acordos já negociados, porém poucos avanços nas relações diplomáticas e comerciais.",4,1,2,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9
ESP 15-01-22 (1),Derrota argentina na OMC,ESP,A,3,3737,Relações Brasil - Argentina,"",2,1,2,1,1,2,1,9,1,0,9,2,9,9,9,0,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,2
ESP 15-02-16 (1),Persistencia no erro,ESP,A,3,3952,Relações Brasil - Argentina,"",2,1,2,1,1,2,1,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-02-21 (1),"Brasil e Argentina, inquietantes semelhanças",ESP,A,2,5704,Relações Brasil - Argentina,"",2,2,2,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-10-15 (1),Aliança para o atraso,ESP,A,3,3890,Relações Brasil - Argentina,Apois de Dilma ao kirchnerismo é prejudicial ao país,2,1,2,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-11-24 (1),Terremoto político na Argentina,ESP,A,2,5676,Relações Brasil - Argentina,Novo presidente na Argentina e relações com o Brasil,2,2,2,1,1,2,1,1,1,9,9,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-11-24 (2),Mudança na Argentina,ESP,A,3,3797,Relações Brasil - Argentina,Novo presidente na Argentina e relações com o Brasil,2,1,2,1,1,9,2,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,9
ESP 15-11-25 (1),O efeito Macri,ESP,A,2,5714,Relações Brasil - Argentina,Novo presidente na Argentina e relações com o Brasil,2,2,0,1,1,2,2,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-12-29 (1),Macri e as travas comerciais,ESP,A,3,4268,Relações Brasil - Argentina,Governo argentino reduz barreiras comerciais e pode favorecer trocas comerciais com o Brasil,2,1,2,1,9,9,1,1,1,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,1,9,1,9,9,9,9,9,9,2
FSP 15.09.24 (1),A Força do Improviso,Opinião,Primeiro Caderno,2,2525,Relações Brasil - Argentina,"Há 30 anos encontro Sarney Alfonsín mudaria o rumo da história das Ris na Am. Do Sul. Sugestão de visita a Itaipu e Pilcaniyeu, programa clandestino argentino de enriquecimento de urânio. Visitas cruzadas: gatilho automático, cooperação e Argen",4,2,0,9,9,1,1,1,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9
FSP 15.10.19 (1),Giro argentino desafia Brasil,Mundo,Primeiro Caderno,9,3023,Relações Brasil - Argentina,Vitória liberal ou peronista: mudança será de qualquer forma grande. Recalibrar equilíbrio intrarregional. Dissolver desencontros gerados por protecionismo de Cristina. Argentina mais ouvida se se afastar dos bolivarianos: risco de o BR fica de,4,2,0,9,9,1,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.10.24 (1),Mudanças na Argentina,Opinião,Primeiro Caderno,2,2433,Relações Brasil - Argentina,Alterações na política externa argentina que podem beneficiar o Brasil. A relação dos governos Kirchner com as administrações petistas se desgastou ao longo do tempo. Argentina aproximou-se da Rússia e da China. Possível destravar acordo Mercos,4,1,0,9,9,9,1,1,2,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,2,9,2
FSP 15.11.20 (2),"Brasil e Argentina vivem ciclos similares, diz empresário de mídia",Mercado,Primeiro Caderno,19,8781,Relações Brasil - Argentina,"Jorge Fontevecchia, empresário de mídia, diz que o que está ocorrendo na Argentina não é nada mais que a expressão tardia do que vem acontecendo no Brasil desde a eleição de Dilma. Momento ruim para os dois países, recuperação em 2017.",4,2,2,9,9,1,1,1,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,2
FSP 15.11.22 (1),"""Argentina vai desideologizar sua economia"", diz ex-presidente do BC",Mundo,Primeiro Caderno,13,6982,Relações Brasil - Argentina,"Entrevista a Martín Redrado, ex-BC Argentina. Afastamento do Brasil foi um erro de política exterior. Sobre acionar a clásula democrática com relação à Venezuela, um sócio estratégico como o Brasil não pode ser surpreendido por decisões unilate",4,2,0,9,9,1,1,1,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9
